hyperlink,source_page_id,title
/wiki/Carbon_Arc_Welding,0,Carbon arc welding
/wiki/Flux_Cored_Arc_Welding,0,Flux cored arc welding
/wiki/Gas_Metal_Arc_Welding,0,Gas metal arc welding
/wiki/Shielding_gas,0,Shielding gas
/wiki/Gas_Tungsten_Arc_Welding,0,Gas tungsten arc welding
/wiki/Plasma_Arc_Welding,0,Plasma arc welding
/wiki/Shielded_Metal_Arc_Welding,0,Shielded metal arc welding
/wiki/Submerged_Arc_Welding,0,Submerged arc welding
/wiki/Atomic_Hydrogen_Welding,0,Atomic hydrogen welding
/wiki/Oxyacetylene_welding,0,Oxyacetylene welding
/wiki/Propane,0,Propane
/wiki/Oxyhydrogen_welding,0,Oxyhydrogen welding
/wiki/Pressure_gas_welding,0,Pressure gas welding
/wiki/Spot_welding,0,Spot welding
/wiki/Resistance_seam_welding,0,Resistance seam welding
/wiki/Drum_(container),0,Drum (container)
/wiki/Projection_welding,0,Projection welding
/wiki/Flash_welding,0,Flash welding
/wiki/Upset_welding,0,Upset welding
/wiki/Cold_welding,0,Cold welding
/wiki/Diffusion_welding,0,Diffusion welding
/wiki/Explosion_welding,0,Explosion welding
/wiki/Magnetic_pulse_welding,0,Magnetic pulse welding
/wiki/Forge_welding,0,Forge welding
/wiki/Damascus_steel,0,Damascus steel
/wiki/Friction_welding,0,Friction welding
/wiki/Friction_stir_welding,0,Friction stir welding
/wiki/Friction_stir_spot_welding,0,Friction stir spot welding
/wiki/Hot_isostatic_pressing,0,Hot isostatic pressing
/wiki/Autoclave,0,Autoclave
/wiki/Ultrasonic_welding,0,Ultrasonic welding
/wiki/Electron_beam_welding,0,Electron beam welding
/wiki/Electroslag_welding,0,Electroslag welding
/wiki/Induction_welding,0,Induction welding
/wiki/Laser_beam_welding,0,Laser beam welding
/wiki/Laser-hybrid_welding,0,Laser-hybrid welding
/wiki/Gas_metal_arc_welding,0,Gas metal arc welding
/wiki/Percussion_welding,0,Percussion welding
/wiki/Thermite_welding,0,Thermite welding
/wiki/Electrogas_welding,0,Electrogas welding
/wiki/Stud_arc_welding,0,Stud arc welding
/wiki/American_Welding_Society,0,American welding society
/wiki/ISBN_(identifier),0,Isbn (identifier)
/wiki/New_Jersey,0,New jersey
/wiki/Cleveland,0,Cleveland
/wiki/Welding,0,Welding
/wiki/Symbols_and_conventions_used_in_welding_documentation,0,Symbols and conventions used in welding documentation
/wiki/Cladding_(metalworking),0,Cladding (metalworking)
/wiki/Template:Metalworking_navbox,0,Template:metalworking navbox
/wiki/Template_talk:Metalworking_navbox,0,Template talk:metalworking navbox
/wiki/Metalworking,0,Metalworking
/wiki/Template:Metalworking_navbox/weld,0,Template:metalworking navbox/weld
/wiki/Template_talk:Metalworking_navbox/weld,0,Template talk:metalworking navbox/weld
/wiki/Arc_welding,0,Arc welding
/wiki/Atomic_hydrogen_welding,0,Atomic hydrogen welding
/wiki/Flux-cored_arc_welding,0,Flux-cored arc welding
/wiki/Gas_tungsten_arc_welding,0,Gas tungsten arc welding
/wiki/Plasma_arc_welding,0,Plasma arc welding
/wiki/Shielded_metal_arc_welding,0,Shielded metal arc welding
/wiki/Submerged_arc_welding,0,Submerged arc welding
/wiki/Electric_resistance_welding,0,Electric resistance welding
/wiki/Electron-beam_welding,0,Electron-beam welding
/wiki/Exothermic_welding,0,Exothermic welding
/wiki/Friction_stud_welding,0,Friction stud welding
/wiki/Oxy-fuel_welding_and_cutting,0,Oxy-fuel welding and cutting
/wiki/Electrode,0,Electrode
/wiki/Filler_metal,0,Filler metal
/wiki/Welding_helmet,0,Welding helmet
/wiki/Welding_power_supply,0,Welding power supply
/wiki/Robot_welding,0,Robot welding
/wiki/Heat-affected_zone,0,Heat-affected zone
/wiki/Photokeratitis,0,Photokeratitis
/wiki/Residual_stress,0,Residual stress
/wiki/Weldability,0,Weldability
/wiki/Casting,0,Casting
/wiki/Metal_fabrication,0,Metal fabrication
/wiki/Forming_processes,0,Forming processes
/wiki/Jewellery,0,Jewellery
/wiki/Machining,0,Machining
/wiki/Metallurgy,0,Metallurgy
/wiki/Metalsmith,0,Metalsmith
/wiki/Outline_of_metalworking,0,Outline of metalworking
/wiki/Manufacturing,1,Manufacturing
/wiki/Thermal_oxidiser,1,Thermal oxidiser
/wiki/Molding_(process),1,Molding (process)
/wiki/Thermoforming,1,Thermoforming
/wiki/Machining,1,Machining
/wiki/Casting,1,Casting
/wiki/Centrifugal_casting_(industrial),1,Centrifugal casting (industrial)
/wiki/Continuous_casting,1,Continuous casting
/wiki/Die_casting,1,Die casting
/wiki/Evaporative-pattern_casting,1,Evaporative-pattern casting
/wiki/Full-mold_casting,1,Full-mold casting
/wiki/Lost-foam_casting,1,Lost-foam casting
/wiki/Investment_casting,1,Investment casting
/wiki/Lost-wax_casting,1,Lost-wax casting
/wiki/Investment_casting#Counter-gravity_casting,1,Investment casting#counter-gravity casting
/wiki/Permanent_mold_casting,1,Permanent mold casting
/wiki/Resin_casting,1,Resin casting
/wiki/Sand_casting,1,Sand casting
/wiki/Shell_molding,1,Shell molding
/wiki/Slush_casting,1,Slush casting
/wiki/Vacuum_molding_(casting),1,Vacuum molding (casting)
/wiki/Image,1,Image
/wiki/Coating,1,Coating
/wiki/Laser_engraving,1,Laser engraving
/wiki/Inkjet_printing,1,Inkjet printing
/wiki/Chemical_vapor_deposition,1,Chemical vapor deposition
/wiki/Sputter_deposition,1,Sputter deposition
/wiki/Plating,1,Plating
/wiki/Thermal_spraying,1,Thermal spraying
/wiki/Moulding_(process)#Types,1,Moulding (process)#types
/wiki/Powder_metallurgy,1,Powder metallurgy
/wiki/Cold_compaction,1,Cold compaction
/wiki/Sintering,1,Sintering
/wiki/Hot_isostatic_pressing,1,Hot isostatic pressing
/wiki/Metal_injection_moulding,1,Metal injection moulding
/wiki/Spray_forming,1,Spray forming
/wiki/Plastic,1,Plastic
/wiki/Rapid_prototyping,1,Rapid prototyping
/wiki/Injection_moulding,1,Injection moulding
/wiki/Compression_molding,1,Compression molding
/wiki/Transfer_moulding,1,Transfer moulding
/wiki/Plastics_extrusion,1,Plastics extrusion
/wiki/Blow_molding,1,Blow molding
/wiki/Dip_moulding,1,Dip moulding
/wiki/Rotational_molding,1,Rotational molding
/wiki/Laminating,1,Laminating
/wiki/Foam,1,Foam
/wiki/Shrink_wrap,1,Shrink wrap
/wiki/Forming_(metalworking),1,Forming (metalworking)
/wiki/Tube_beading,1,Tube beading
/wiki/Forging,1,Forging
/wiki/Smith_(metalwork),1,Smith (metalwork)
/wiki/Hammer_forge,1,Hammer forge
/wiki/Drop_forge,1,Drop forge
/wiki/Machine_press,1,Machine press
/wiki/Impact_(mechanics),1,Impact (mechanics)
/wiki/Extrusion,1,Extrusion
/wiki/Forging#Upset_forging,1,Forging#upset forging
/wiki/Incremental_sheet_forming,1,Incremental sheet forming
/wiki/Powder_(substance),1,Powder (substance)
/wiki/Rolling_(metalworking),1,Rolling (metalworking)
/wiki/Cold_rolling,1,Cold rolling
/wiki/Hot_rolling,1,Hot rolling
/wiki/Sheet_metal,1,Sheet metal
/wiki/Shape,1,Shape
/wiki/Cryorolling,1,Cryorolling
/wiki/Screw_thread,1,Screw thread
/wiki/Thread_rolling,1,Thread rolling
/wiki/Impact_extrusion,1,Impact extrusion
/wiki/Embossing_(manufacturing),1,Embossing (manufacturing)
/wiki/Die_(manufacturing),1,Die (manufacturing)
/wiki/Drawing_(manufacturing),1,Drawing (manufacturing)
/wiki/Wire,1,Wire
/wiki/Necking_(engineering),1,Necking (engineering)
/wiki/Deep_drawing,1,Deep drawing
/wiki/Bending,1,Bending
/wiki/Hemming_and_seaming,1,Hemming and seaming
/wiki/Shearing_(metalworking),1,Shearing (metalworking)
/wiki/Blanking_and_piercing,1,Blanking and piercing
/wiki/Cutting,1,Cutting
/wiki/Blanking_and_piercing#Shaving,1,Blanking and piercing#shaving
/wiki/Notching,1,Notching
/wiki/Perforating,1,Perforating
/wiki/Nibbling,1,Nibbling
/wiki/Die_cutting_(web)#Dinking,1,Die cutting (web)#dinking
/wiki/Lancing_(shearing),1,Lancing (shearing)
/wiki/Cutoff_(metalworking),1,Cutoff (metalworking)
/wiki/Stamping_(metalworking),1,Stamping (metalworking)
/wiki/Leather_stamping,1,Leather stamping
/wiki/Progressive_stamping,1,Progressive stamping
/wiki/Coining_(metalworking),1,Coining (metalworking)
/wiki/Straight_shearing,1,Straight shearing
/wiki/Slitting,1,Slitting
/wiki/Ironing_(metalworking),1,Ironing (metalworking)
/wiki/Flattening,1,Flattening
/wiki/Swaging,1,Swaging
/wiki/Metal_spinning,1,Metal spinning
/wiki/Peening,1,Peening
/wiki/Guerin_process,1,Guerin process
/wiki/Explosive_forming,1,Explosive forming
/wiki/Electroforming,1,Electroforming
/wiki/Staking_(manufacturing),1,Staking (manufacturing)
/wiki/Flanging,1,Flanging
/wiki/Straightening,1,Straightening
/wiki/Decambering,1,Decambering
/wiki/Cold_sizing,1,Cold sizing
/wiki/Hubbing,1,Hubbing
/wiki/Hot_metal_gas_forming,1,Hot metal gas forming
/wiki/Curling_(metalworking),1,Curling (metalworking)
/wiki/Hydroforming,1,Hydroforming
/wiki/Milling_machine,1,Milling machine
/wiki/Grist_mill,1,Grist mill
/wiki/Hammer_mill,1,Hammer mill
/wiki/Ball_mill,1,Ball mill
/wiki/Buhrstone_mill,1,Buhrstone mill
/wiki/Disc_mill,1,Disc mill
/wiki/Saw_mill,1,Saw mill
/wiki/Steel_mill,1,Steel mill
/wiki/Blast_furnace,1,Blast furnace
/wiki/Smelting,1,Smelting
/wiki/Refining,1,Refining
/wiki/Reduction_mill,1,Reduction mill
/wiki/Annealing_(metallurgy),1,Annealing (metallurgy)
/wiki/Pickling_(metal),1,Pickling (metal)
/wiki/Passivation_(chemistry),1,Passivation (chemistry)
/wiki/Turning,1,Turning
/wiki/Lathe,1,Lathe
/wiki/Facing_(machining),1,Facing (machining)
/wiki/Boring_(manufacturing),1,Boring (manufacturing)
/wiki/Single_pass_bore_finishing,1,Single pass bore finishing
/wiki/Knurling,1,Knurling
/wiki/Hard_turning,1,Hard turning
/wiki/Drilling,1,Drilling
/wiki/Friction_drilling,1,Friction drilling
/wiki/Reaming,1,Reaming
/wiki/Countersinking,1,Countersinking
/wiki/Taps_and_dies,1,Taps and dies
/wiki/Sawing,1,Sawing
/wiki/File_(tool),1,File (tool)
/wiki/Broach_(metalworking),1,Broach (metalworking)
/wiki/Shaping_(metalworking),1,Shaping (metalworking)
/wiki/Horizontal_plane,1,Horizontal plane
/wiki/Vertical_direction,1,Vertical direction
/wiki/Planing_(shaping),1,Planing (shaping)
/wiki/Abrasive_jet_machining,1,Abrasive jet machining
/wiki/Water_jet_cutting,1,Water jet cutting
/wiki/Photochemical_machining,1,Photochemical machining
/wiki/Honing_(metalworking),1,Honing (metalworking)
/wiki/Sharpening,1,Sharpening
/wiki/Electro-chemical_grinding,1,Electro-chemical grinding
/wiki/Finishing_(manufacturing),1,Finishing (manufacturing)
/wiki/Industrial_finishing,1,Industrial finishing
/wiki/Abrasive_blasting,1,Abrasive blasting
/wiki/Buffing,1,Buffing
/wiki/Burnishing_(metal),1,Burnishing (metal)
/wiki/Electroplating,1,Electroplating
/wiki/Electropolishing,1,Electropolishing
/wiki/Magnetic_field-assisted_finishing,1,Magnetic field-assisted finishing
/wiki/Etching,1,Etching
/wiki/Linishing,1,Linishing
/wiki/Mass_finishing,1,Mass finishing
/wiki/Tumble_finishing,1,Tumble finishing
/wiki/Spindle_finishing,1,Spindle finishing
/wiki/Vibratory_finishing,1,Vibratory finishing
/wiki/Polishing,1,Polishing
/wiki/Superfinishing,1,Superfinishing
/wiki/Wire_brushing,1,Wire brushing
/wiki/Wood_router,1,Wood router
/wiki/Hobbing,1,Hobbing
/wiki/Ultrasonic_machining,1,Ultrasonic machining
/wiki/Electrical_discharge,1,Electrical discharge
/wiki/Electrical_discharge_machining,1,Electrical discharge machining
/wiki/Electron_beam_machining,1,Electron beam machining
/wiki/Electrochemical_machining,1,Electrochemical machining
/wiki/Chemical,1,Chemical
/wiki/Photochemistry,1,Photochemistry
/wiki/Laser_cutting,1,Laser cutting
/wiki/Laser_drilling,1,Laser drilling
/wiki/Grinding_(abrasive_cutting),1,Grinding (abrasive cutting)
/wiki/High_stock_removal,1,High stock removal
/wiki/Gashing,1,Gashing
/wiki/Biomachining,1,Biomachining
/wiki/Welding,1,Welding
/wiki/Arc_welding,1,Arc welding
/wiki/Manual_metal_arc_welding,1,Manual metal arc welding
/wiki/Shielded_metal,1,Shielded metal
/wiki/Gas_metal,1,Gas metal
/wiki/Short_circuit,1,Short circuit
/wiki/Gas_tungsten,1,Gas tungsten
/wiki/Flux-cored,1,Flux-cored
/wiki/Submerged_arc_welding,1,Submerged arc welding
/wiki/Plasma_arc,1,Plasma arc
/wiki/Carbon_arc,1,Carbon arc
/wiki/Stud_welding,1,Stud welding
/wiki/Atomic_hydrogen,1,Atomic hydrogen
/wiki/Metal_inert_gas,1,Metal inert gas
/wiki/Regulated_Metal_Deposition,1,Regulated metal deposition
/wiki/Oxy-fuel_welding_and_cutting,1,Oxy-fuel welding and cutting
/wiki/Oxygen,1,Oxygen
/wiki/Acetylene,1,Acetylene
/wiki/Methylacetylene_propadiene,1,Methylacetylene propadiene
/wiki/Oxyhydrogen,1,Oxyhydrogen
/wiki/Carbon_dioxide,1,Carbon dioxide
/wiki/Resistance_welding,1,Resistance welding
/wiki/Butt_welding,1,Butt welding
/wiki/Flash_butt_welding,1,Flash butt welding
/wiki/Shot_welding,1,Shot welding
/wiki/Spot_welding,1,Spot welding
/wiki/Projection_welding,1,Projection welding
/wiki/Seaming_(metalworking),1,Seaming (metalworking)
/wiki/Upset_welding,1,Upset welding
/wiki/Ultrasonic_welding,1,Ultrasonic welding
/wiki/Explosion_Welding,1,Explosion welding
/wiki/Diffusion,1,Diffusion
/wiki/Vacuum_furnace,1,Vacuum furnace
/wiki/Friction_welding,1,Friction welding
/wiki/Inertia,1,Inertia
/wiki/Forge,1,Forge
/wiki/Cold_welding,1,Cold welding
/wiki/Electron_beam_welding,1,Electron beam welding
/wiki/Laser_welding,1,Laser welding
/wiki/Thermite,1,Thermite
/wiki/Induction_welding,1,Induction welding
/wiki/Low_frequency,1,Low frequency
/wiki/High_frequency,1,High frequency
/wiki/Solvent_welding,1,Solvent welding
/wiki/Dielectric,1,Dielectric
/wiki/Magnetic_pulse_welding,1,Magnetic pulse welding
/wiki/Radio_frequency_welding,1,Radio frequency welding
/wiki/Electromagnetism,1,Electromagnetism
/wiki/Infrared,1,Infrared
/wiki/Vacuum,1,Vacuum
/wiki/Brazing,1,Brazing
/wiki/Torch,1,Torch
/wiki/Induction_brazing,1,Induction brazing
/wiki/Furnace_brazing,1,Furnace brazing
/wiki/Brazing#Dip_brazing,1,Brazing#dip brazing
/wiki/Soldering,1,Soldering
/wiki/Iron,1,Iron
/wiki/Hot_plate,1,Hot plate
/wiki/Oven,1,Oven
/wiki/Induction_heating,1,Induction heating
/wiki/Dip_soldering,1,Dip soldering
/wiki/Wave,1,Wave
/wiki/Adhesive_bonding,1,Adhesive bonding
/wiki/Thermosetting_plastic,1,Thermosetting plastic
/wiki/Thermoplastic,1,Thermoplastic
/wiki/Epoxy,1,Epoxy
/wiki/Phenolic_resin,1,Phenolic resin
/wiki/Polyurethane,1,Polyurethane
/wiki/Fastener,1,Fastener
/wiki/Nail_(engineering),1,Nail (engineering)
/wiki/Screw,1,Screw
/wiki/Nut_(hardware),1,Nut (hardware)
/wiki/Rivet,1,Rivet
/wiki/Clinching_(metalworking),1,Clinching (metalworking)
/wiki/Pin,1,Pin
/wiki/Cotter_(pin),1,Cotter (pin)
/wiki/Groove_(machining),1,Groove (machining)
/wiki/Taper_pin,1,Taper pin
/wiki/Spring_pin,1,Spring pin
/wiki/Retaining_rings,1,Retaining rings
/wiki/Quick_release_skewer,1,Quick release skewer
/wiki/Stitch_(textile_arts),1,Stitch (textile arts)
/wiki/Stapling,1,Stapling
/wiki/Press_fitting,1,Press fitting
/wiki/3D_printing,1,3d printing
/wiki/Direct_metal_laser_sintering,1,Direct metal laser sintering
/wiki/Filament_winding,1,Filament winding
/wiki/Composite_material,1,Composite material
/wiki/Fused_deposition_modeling,1,Fused deposition modeling
/wiki/Laminated_object_manufacturing,1,Laminated object manufacturing
/wiki/Laser_engineered_net_shaping,1,Laser engineered net shaping
/wiki/Selective_laser_sintering,1,Selective laser sintering
/wiki/Spark_plasma_sintering,1,Spark plasma sintering
/wiki/Stereolithography,1,Stereolithography
/wiki/Mining,1,Mining
/wiki/Quarrying,1,Quarrying
/wiki/Rock_blasting,1,Rock blasting
/wiki/Crusher,1,Crusher
/wiki/Chemical_manufacturing,1,Chemical manufacturing
/wiki/Petroleum_refining_processes,1,Petroleum refining processes
/wiki/Semiconductor_fabrication,1,Semiconductor fabrication
/wiki/Assembly_line,1,Assembly line
/wiki/Packaging_and_labeling,1,Packaging and labeling
/wiki/Logistics,1,Logistics
/wiki/Woodworking,1,Woodworking
/wiki/Joinery_(woodworking),1,Joinery (woodworking)
/wiki/Lapping,1,Lapping
/wiki/Mortise_and_tenon,1,Mortise and tenon
/wiki/Router_(woodworking),1,Router (woodworking)
/wiki/Biscuit_joiner,1,Biscuit joiner
/wiki/Vulcanization,1,Vulcanization
/wiki/Heat_treating,1,Heat treating
/wiki/Bake-out,1,Bake-out
/wiki/Worker%E2%80%93machine_activity_chart,1,Worker%e2%80%93machine activity chart
/wiki/John_Wiley_%26_Sons,1,John wiley %26 sons
/wiki/ISBN_(identifier),1,Isbn (identifier)
/wiki/OCLC_(identifier),1,Oclc (identifier)
/wiki/Template:Cite_book,1,Template:cite book
/wiki/Industrial_processes,2,Industrial processes
/wiki/Chemistry,2,Chemistry
/wiki/Physics,2,Physics
/wiki/Electronics,2,Electronics
/wiki/Mechanization,2,Mechanization
/wiki/Cement,2,Cement
/wiki/Steel,2,Steel
/wiki/Aluminum,2,Aluminum
/wiki/Fertilizer,2,Fertilizer
/wiki/Climate_change,2,Climate change
/wiki/Carbon_dioxide,2,Carbon dioxide
/wiki/Greenhouse_gas,2,Greenhouse gas
/wiki/Fossil_fuels,2,Fossil fuels
/wiki/Activation_energy,2,Activation energy
/wiki/Calcination,2,Calcination
/wiki/Limestone,2,Limestone
/wiki/Calcium_carbonate,2,Calcium carbonate
/wiki/Calcium_oxide,2,Calcium oxide
/wiki/By-product,2,By-product
/wiki/Concrete,2,Concrete
/wiki/Flux_(metallurgy),2,Flux (metallurgy)
/wiki/Blast_furnace,2,Blast furnace
/wiki/Smelting,2,Smelting
/wiki/Carbon_monoxide,2,Carbon monoxide
/wiki/Coke_(fuel),2,Coke (fuel)
/wiki/Coal,2,Coal
/wiki/Ore,2,Ore
/wiki/Blast_furnace#Process_engineering_and_chemistry,2,Blast furnace#process engineering and chemistry
/wiki/Iron_ore,2,Iron ore
/wiki/Hall%E2%80%93H%C3%A9roult_process,2,Hall%e2%80%93h%c3%a9roult process
/wiki/Electrolysis,2,Electrolysis
/wiki/Haber_process,2,Haber process
/wiki/Fossil_fuel,2,Fossil fuel
/wiki/Natural_gas,2,Natural gas
/wiki/Water-gas_shift_reaction,2,Water-gas shift reaction
/wiki/Hydrogen,2,Hydrogen
/wiki/Ammonia_production,2,Ammonia production
/wiki/Chemical_process,2,Chemical process
/wiki/Pyroprocessing,2,Pyroprocessing
/wiki/Cement_kiln,2,Cement kiln
/wiki/Disinfection,2,Disinfection
/wiki/Gilding,2,Gilding
/wiki/Electroplating,2,Electroplating
/wiki/Anodization,2,Anodization
/wiki/Electrowinning,2,Electrowinning
/wiki/Electropolishing,2,Electropolishing
/wiki/Electrofocusing,2,Electrofocusing
/wiki/Electrolytic_process,2,Electrolytic process
/wiki/Electrophoretic_deposition,2,Electrophoretic deposition
/wiki/Electrotyping,2,Electrotyping
/wiki/Metallizing,2,Metallizing
/wiki/Plating,2,Plating
/wiki/Spin_coating,2,Spin coating
/wiki/Shearing_(manufacturing),2,Shearing (manufacturing)
/wiki/Sawing,2,Sawing
/wiki/Plasma_cutting,2,Plasma cutting
/wiki/Water-jet_cutting,2,Water-jet cutting
/wiki/Oxyacetylene,2,Oxyacetylene
/wiki/Electrical_discharge_machining,2,Electrical discharge machining
/wiki/Machining,2,Machining
/wiki/Laser_cutting,2,Laser cutting
/wiki/Fabrication_(metal),2,Fabrication (metal)
/wiki/Metalworking,2,Metalworking
/wiki/Forging,2,Forging
/wiki/Casting,2,Casting
/wiki/Steelmaking,2,Steelmaking
/wiki/Progressive_stamping,2,Progressive stamping
/wiki/Stamping_(metalworking),2,Stamping (metalworking)
/wiki/Hydroforming,2,Hydroforming
/wiki/Sandblasting,2,Sandblasting
/wiki/Soldering,2,Soldering
/wiki/Brazing,2,Brazing
/wiki/Welding,2,Welding
/wiki/Tumble_polishing,2,Tumble polishing
/wiki/Precipitation_hardening,2,Precipitation hardening
/wiki/Work_hardening,2,Work hardening
/wiki/Case_hardening,2,Case hardening
/wiki/Differential_hardening,2,Differential hardening
/wiki/Shot_peening,2,Shot peening
/wiki/Die_(manufacturing),2,Die (manufacturing)
/wiki/Electric_arc_furnace,2,Electric arc furnace
/wiki/Catalan_forge,2,Catalan forge
/wiki/Open_hearth_furnace,2,Open hearth furnace
/wiki/Bloomery,2,Bloomery
/wiki/Siemens_regenerative_furnace,2,Siemens regenerative furnace
/wiki/Direct_reduced_iron,2,Direct reduced iron
/wiki/Crucible_steel,2,Crucible steel
/wiki/Cementation_process,2,Cementation process
/wiki/Bessemer_process,2,Bessemer process
/wiki/Basic_oxygen_steelmaking,2,Basic oxygen steelmaking
/wiki/Sand_casting,2,Sand casting
/wiki/Sintering,2,Sintering
/wiki/Powder_metallurgy,2,Powder metallurgy
/wiki/Blow_molding,2,Blow molding
/wiki/Plastic_container,2,Plastic container
/wiki/Glass_container_industry,2,Glass container industry
/wiki/Compression_molding,2,Compression molding
/wiki/Comminution,2,Comminution
/wiki/Froth_flotation,2,Froth flotation
/wiki/Flotation_process,2,Flotation process
/wiki/Liquid%E2%80%93liquid_extraction,2,Liquid%e2%80%93liquid extraction
/wiki/Frasch_process,2,Frasch process
/wiki/Distillation,2,Distillation
/wiki/Volatility_(chemistry),2,Volatility (chemistry)
/wiki/Evaporation,2,Evaporation
/wiki/Condensation,2,Condensation
/wiki/Fractional_distillation,2,Fractional distillation
/wiki/Steam_distillation,2,Steam distillation
/wiki/Vacuum_distillation,2,Vacuum distillation
/wiki/Batch_distillation,2,Batch distillation
/wiki/Continuous_distillation,2,Continuous distillation
/wiki/Fractionating_column,2,Fractionating column
/wiki/Spinning_cone,2,Spinning cone
/wiki/Additive_manufacturing,2,Additive manufacturing
/wiki/Fused_deposition_modeling,2,Fused deposition modeling
/wiki/Stereolithography,2,Stereolithography
/wiki/Selective_laser_sintering,2,Selective laser sintering
/wiki/Photolithography,2,Photolithography
/wiki/Cracking_(chemistry),2,Cracking (chemistry)
/wiki/Alkylation,2,Alkylation
/wiki/Burton_process,2,Burton process
/wiki/Cumene_process,2,Cumene process
/wiki/Friedel-Crafts_reaction,2,Friedel-crafts reaction
/wiki/Kolbe-Schmitt_reaction,2,Kolbe-schmitt reaction
/wiki/Olefin_metathesis,2,Olefin metathesis
/wiki/Thermal_depolymerization,2,Thermal depolymerization
/wiki/Transesterification,2,Transesterification
/wiki/Raschig_hydroxylamine_process,2,Raschig hydroxylamine process
/wiki/Hydroxylamine,2,Hydroxylamine
/wiki/Oxo_process,2,Oxo process
/wiki/Polymerisation,2,Polymerisation
/wiki/Hall-H%C3%A9roult_process,2,Hall-h%c3%a9roult process
/wiki/Deville_process,2,Deville process
/wiki/Bayer_process,2,Bayer process
/wiki/W%C3%B6hler_process,2,W%c3%b6hler process
/wiki/Ammonia,2,Ammonia
/wiki/Bromine,2,Bromine
/wiki/Dow_process,2,Dow process
/wiki/Chlorine,2,Chlorine
/wiki/Chloralkali_process,2,Chloralkali process
/wiki/Weldon_process,2,Weldon process
/wiki/Sodium_hypochlorite#Production,2,Sodium hypochlorite#production
/wiki/Rendering_(industrial),2,Rendering (industrial)
/wiki/Nitrophosphate_process,2,Nitrophosphate process
/wiki/Float_glass,2,Float glass
/wiki/Bacterial_oxidation,2,Bacterial oxidation
/wiki/Parkes_process,2,Parkes process
/wiki/Graphite,2,Graphite
/wiki/Acheson_process,2,Acheson process
/wiki/Heavy_water,2,Heavy water
/wiki/Girdler_sulfide_process,2,Girdler sulfide process
/wiki/Water%E2%80%93gas_shift_reaction,2,Water%e2%80%93gas shift reaction
/wiki/Steam_reforming,2,Steam reforming
/wiki/Bismuth,2,Bismuth
/wiki/Betts_electrolytic_process,2,Betts electrolytic process
/wiki/Betterton-Kroll_process,2,Betterton-kroll process
/wiki/Nickel,2,Nickel
/wiki/Mond_process,2,Mond process
/wiki/Nitric_acid,2,Nitric acid
/wiki/Ostwald_process,2,Ostwald process
/wiki/Pulping,2,Pulping
/wiki/Kraft_process,2,Kraft process
/wiki/Fourdrinier_machine,2,Fourdrinier machine
/wiki/Vulcanization,2,Vulcanization
/wiki/Alberger_process,2,Alberger process
/wiki/Grainer_evaporation_process,2,Grainer evaporation process
/wiki/Semiconductor,2,Semiconductor
/wiki/Bridgman%E2%80%93Stockbarger_method,2,Bridgman%e2%80%93stockbarger method
/wiki/Czochralski_method,2,Czochralski method
/wiki/Patio_process,2,Patio process
/wiki/Silicon_carbide,2,Silicon carbide
/wiki/Lely_process,2,Lely process
/wiki/Sodium_carbonate,2,Sodium carbonate
/wiki/Leblanc_process,2,Leblanc process
/wiki/Solvay_process,2,Solvay process
/wiki/Leblanc-Deacon_process,2,Leblanc-deacon process
/wiki/Sulfuric_acid,2,Sulfuric acid
/wiki/Lead_chamber_process,2,Lead chamber process
/wiki/Contact_process,2,Contact process
/wiki/Titanium,2,Titanium
/wiki/Hunter_process,2,Hunter process
/wiki/Kroll_process,2,Kroll process
/wiki/Zirconium,2,Zirconium
/wiki/Van_Arkel%E2%80%93de_Boer_process,2,Van arkel%e2%80%93de boer process
/wiki/Industrial_rendering,2,Industrial rendering
/wiki/Packaging,2,Packaging
/wiki/Pidgeon_process,2,Pidgeon process
/wiki/Water_gas_shift_reaction,2,Water gas shift reaction
/wiki/Vacuum_metalising,2,Vacuum metalising
/wiki/Formox_process,2,Formox process
/wiki/Chemical_engineering,2,Chemical engineering
/wiki/Mass_production,2,Mass production
/wiki/Template:Industries,2,Template:industries
/wiki/Template_talk:Industries,2,Template talk:industries
/wiki/Industry_(economics),2,Industry (economics)
/wiki/Primary_sector_of_the_economy,2,Primary sector of the economy
/wiki/Agriculture,2,Agriculture
